,County,State,Population,Percent Republican,Latitude,Longitude,March,April,May,June,July,August
225,OKEECHOBEE,FL,41144.0,0.7189419581296227,27.3864,-80.8886,312.0,157.0,115.0,90.0,192.0,115.0
226,PUTNAM,FL,73252.0,0.7014543754983091,29.6087,-81.7443,426.0,284.0,136.0,149.0,512.0,377.0
227,DESOTO,FL,36903.0,0.6566869420965321,27.1864,-81.8095,257.0,178.0,77.0,45.0,167.0,215.0
228,ST. LUCIE,FL,312947.0,0.5043358560484176,27.3773,-80.472,4782.0,1398.0,1001.0,899.0,1482.0,670.0
229,SEMINOLE,FL,461402.0,0.48019093993827044,28.717,-81.2363,5759.0,1988.0,790.0,896.0,1672.0,2633.0
230,HARDEE,FL,27131.0,0.7215085444902769,27.4927,-81.81,255.0,162.0,76.0,99.0,228.0,132.0
231,SARASOTA,FL,419496.0,0.5483507345467985,27.1845,-82.3315,5523.0,1738.0,775.0,542.0,1150.0,1104.0
232,SUWANNEE,FL,44046.0,0.7793132924918079,30.1956,-82.9915,347.0,69.0,36.0,46.0,201.0,124.0
233,LAKE,FL,345867.0,0.5956018058434368,28.7615,-81.7113,7335.0,1210.0,718.0,741.0,1331.0,872.0
234,MARION,FL,353526.0,0.6254452577602067,29.2102,-82.0567,7759.0,1115.0,833.0,575.0,1036.0,1092.0
235,COLLIER,FL,371453.0,0.6204948560759895,26.1107,-81.3476,2921.0,1525.0,600.0,589.0,1384.0,1180.0
236,OSCEOLA,FL,351955.0,0.4261291145700434,28.0627,-81.1495,6391.0,1900.0,1289.0,1170.0,1225.0,1322.0
237,POLK,FL,686218.0,0.5668830260796607,27.9489,-81.6976,4900.0,2439.0,1737.0,1872.0,943.0,313.0
238,ORANGE,FL,1349746.0,0.37904983449258034,28.5144,-81.3235,23570.0,5673.0,3518.0,3706.0,3418.0,4041.0
239,MADISON,GA,29218.0,0.7582513222199906,34.1278,-83.209,91.0,57.0,65.0,,79.0,183.0
240,GWINNETT,GA,915046.0,0.40209488601355514,33.9617,-84.0236,3717.0,3378.0,2196.0,547.0,2443.0,3522.0
241,JACKSON,GA,67885.0,0.7830368993894345,34.1339,-83.5664,337.0,212.0,171.0,30.0,259.0,549.0
242,ROCKDALE,GA,89717.0,0.2911873965000224,33.6542,-84.0266,499.0,357.0,256.0,76.0,394.0,595.0
243,WHITFIELD,GA,104237.0,0.6976541664398846,34.8056,-84.9672,397.0,321.0,353.0,73.0,257.0,716.0
244,CATOOSA,GA,66700.0,0.7721596661859909,34.9036,-85.1382,231.0,272.0,184.0,38.0,179.0,272.0
245,CHATTOOGA,GA,24812.0,0.8023880597014925,34.475,-85.3453,94.0,84.0,80.0,,98.0,114.0
246,LAURENS,GA,47405.0,0.6376435390910291,32.4637,-82.9222,103.0,91.0,106.0,23.0,278.0,564.0
247,MITCHELL,GA,22244.0,0.5505968983599241,31.2253,-84.1943,33.0,45.0,37.0,,105.0,194.0
248,BALDWIN,GA,45111.0,0.48780888718426385,33.0692,-83.2496,79.0,64.0,230.0,,55.0,217.0
249,MONROE,GA,27171.0,0.7093381221139046,33.0139,-83.9187,108.0,61.0,120.0,20.0,90.0,240.0
250,TIFT,GA,40541.0,0.662285819566419,31.4574,-83.5266,83.0,75.0,180.0,19.0,381.0,918.0
251,WALKER,GA,69039.0,0.7894665122300197,34.7356,-85.301,269.0,287.0,202.0,58.0,230.0,312.0
252,WALTON,GA,91442.0,0.7406204129562579,33.7816,-83.7339,710.0,354.0,327.0,39.0,318.0,706.0
253,COBB,GA,751218.0,0.42021760221056215,33.9415,-84.5767,3759.0,3176.0,2052.0,472.0,2520.0,4358.0
254,FULTON,GA,1036200.0,0.261579425874711,33.7903,-84.467,4995.0,4160.0,2857.0,704.0,3540.0,5551.0
255,CHATHAM,GA,288496.0,0.3990181382101634,32.0042,-81.1328,995.0,736.0,419.0,179.0,1158.0,2807.0
256,COLQUITT,GA,45486.0,0.732263881116707,31.1884,-83.7688,92.0,62.0,158.0,52.0,281.0,443.0
257,GRADY,GA,24828.0,0.6569533949752498,30.8747,-84.2344,23.0,55.0,81.0,22.0,90.0,230.0
258,BARTOW,GA,104919.0,0.746507618840034,34.2377,-84.8403,707.0,551.0,346.0,94.0,428.0,613.0
259,HABERSHAM,GA,44626.0,0.8142619420516837,34.631,-83.5311,96.0,37.0,46.0,,63.0,175.0
260,CAMDEN,GA,53231.0,0.6438280986153326,30.9306,-81.67,99.0,76.0,67.0,70.0,657.0,524.0
261,PICKENS,GA,31387.0,0.8223299836410376,34.4643,-84.4656,130.0,107.0,189.0,24.0,143.0,286.0
262,EMANUEL,GA,22533.0,0.6895063677507631,32.5897,-82.3017,25.0,12.0,31.0,11.0,40.0,53.0
263,GORDON,GA,57202.0,0.8074314484250822,34.5032,-84.8759,304.0,162.0,121.0,24.0,188.0,366.0
264,BURKE,GA,22520.0,0.5054286783976039,33.0611,-82.0009,49.0,44.0,43.0,,29.0,74.0
265,DECATUR,GA,26682.0,0.5812333362002237,30.8783,-84.579,66.0,45.0,79.0,11.0,69.0,198.0
266,TOOMBS,GA,26972.0,0.7212754260582738,32.1216,-82.3312,52.0,59.0,57.0,23.0,211.0,330.0
267,WAYNE,GA,29788.0,0.7815777116919705,31.5514,-81.9167,116.0,97.0,71.0,12.0,100.0,274.0
268,NEWTON,GA,108079.0,0.44007079776544555,33.555,-83.8502,782.0,532.0,392.0,64.0,418.0,908.0
269,BUTTS,GA,24090.0,0.71412794155127,33.2879,-83.9572,130.0,74.0,74.0,13.0,92.0,181.0
270,WASHINGTON,GA,20436.0,0.4929696585262713,32.9695,-82.7959,24.0,23.0,106.0,,36.0,168.0
271,GILMER,GA,30414.0,0.8126475037821482,34.6912,-84.4556,81.0,72.0,125.0,55.0,50.0,189.0
272,DOUGLAS,GA,143316.0,0.3683372650042694,33.7018,-84.768,668.0,678.0,434.0,99.0,629.0,970.0
273,HARALSON,GA,29227.0,0.8654548006737788,33.7942,-85.211,74.0,76.0,130.0,32.0,96.0,133.0
274,TATTNALL,GA,25382.0,0.7397042649395087,32.0458,-82.0581,45.0,27.0,26.0,28.0,155.0,218.0
275,POLK,GA,41908.0,0.781021897810219,34.0018,-85.1881,181.0,157.0,97.0,13.0,122.0,309.0
276,LEE,GA,29502.0,0.7183798013641259,31.7796,-84.1412,53.0,42.0,95.0,,128.0,243.0
277,FRANKLIN,GA,22766.0,0.8424523920111472,34.3754,-83.2292,31.0,40.0,58.0,,78.0,108.0
278,FORSYTH,GA,228383.0,0.6583040098990758,34.2255,-84.125,1305.0,822.0,522.0,107.0,558.0,1199.0
279,STEPHENS,GA,25750.0,0.7882204459402609,34.5539,-83.2935,38.0,13.0,19.0,,18.0,115.0
280,FANNIN,GA,25395.0,0.8194612794612794,34.8641,-84.3198,71.0,74.0,52.0,32.0,67.0,155.0
281,MUSCOGEE,GA,195739.0,0.373080218020188,32.51,-84.8771,663.0,634.0,430.0,93.0,615.0,1193.0
282,EFFINGHAM,GA,60477.0,0.7398796325625594,32.3673,-81.3413,220.0,144.0,91.0,36.0,293.0,655.0
283,MCDUFFIE,GA,21455.0,0.5900526064084171,33.4829,-82.4814,48.0,64.0,74.0,16.0,60.0,110.0
284,FAYETTE,GA,112303.0,0.5271623630075146,33.414,-84.4942,333.0,287.0,261.0,64.0,399.0,681.0
285,HENRY,GA,225356.0,0.3925877042903,33.453,-84.1542,1605.0,1089.0,732.0,182.0,1204.0,1951.0
286,MERIWETHER,GA,21106.0,0.5997977383469707,33.0407,-84.6883,44.0,59.0,48.0,11.0,62.0,135.0
287,DODGE,GA,20829.0,0.7240396530359355,32.1722,-83.1684,29.0,29.0,50.0,,79.0,232.0
288,LOWNDES,GA,115364.0,0.5542228454319922,30.8338,-83.2677,375.0,264.0,394.0,107.0,731.0,1753.0
289,PEACH,GA,27145.0,0.5182941410920685,32.5688,-83.8269,44.0,64.0,147.0,23.0,50.0,135.0
290,UPSON,GA,26236.0,0.6670282836110035,32.8813,-84.2993,46.0,30.0,34.0,,13.0,100.0
291,COFFEE,GA,43021.0,0.6952806625476535,31.5493,-82.8492,40.0,47.0,62.0,41.0,298.0,358.0
292,JONES,GA,28579.0,0.6658425765067486,33.0251,-83.5605,29.0,27.0,70.0,13.0,48.0,194.0
293,COLUMBIA,GA,150705.0,0.6206703979945147,33.5441,-82.264,365.0,348.0,244.0,59.0,492.0,729.0
294,FLOYD,GA,97369.0,0.6992652708413369,34.2632,-85.2143,486.0,236.0,202.0,26.0,329.0,552.0
295,BRYAN,GA,37063.0,0.6674789128397376,32.0145,-81.4436,218.0,129.0,90.0,19.0,246.0,380.0
296,LIBERTY,GA,61349.0,0.3721071578848941,31.8281,-81.4947,302.0,291.0,151.0,33.0,230.0,480.0
297,WORTH,GA,20494.0,0.7355950457727517,31.5515,-83.8509,32.0,32.0,47.0,,55.0,188.0
298,GLYNN,GA,84470.0,0.6101371951219512,31.2309,-81.5407,157.0,269.0,110.0,52.0,478.0,1059.0
299,WARE,GA,35593.0,0.6951099210822999,31.0538,-82.4237,115.0,86.0,153.0,30.0,199.0,562.0
300,CRISP,GA,22713.0,0.6203507898992412,31.9229,-83.7681,21.0,38.0,58.0,,45.0,111.0
301,BULLOCH,GA,76120.0,0.6111554314585826,32.3968,-81.7432,158.0,135.0,129.0,128.0,319.0,980.0
302,PUTNAM,GA,21691.0,0.699367355546183,33.3218,-83.3728,88.0,53.0,79.0,,67.0,113.0
303,SPALDING,GA,65306.0,0.5995816177447204,33.2609,-84.2841,309.0,227.0,222.0,45.0,292.0,530.0
304,HART,GA,25773.0,0.7436159346271706,34.3508,-82.9642,27.0,33.0,48.0,13.0,69.0,124.0
305,LUMPKIN,GA,32402.0,0.7831433906380787,34.5722,-84.0027,30.0,41.0,29.0,,30.0,70.0
306,SUMTER,GA,30064.0,0.4717695473251029,32.0399,-84.197,51.0,30.0,98.0,23.0,94.0,265.0
307,MURRAY,GA,39724.0,0.8410552992397167,34.7884,-84.7481,146.0,204.0,178.0,,118.0,288.0
308,DAWSON,GA,24536.0,0.833157141968783,34.4443,-84.1706,77.0,58.0,52.0,13.0,32.0,122.0
309,TROUP,GA,69919.0,0.60378049186329,33.0335,-85.0284,219.0,161.0,258.0,41.0,439.0,616.0
310,CARROLL,GA,117183.0,0.6879612292102655,33.5828,-85.0798,333.0,292.0,356.0,63.0,453.0,805.0
311,CLARKE,GA,126176.0,0.28141741180137536,33.9512,-83.3673,342.0,241.0,519.0,48.0,315.0,600.0
312,RICHMOND,GA,201852.0,0.30777098464650177,33.3596,-82.0735,516.0,639.0,501.0,96.0,454.0,955.0
313,HALL,GA,198667.0,0.7088806159760502,34.3169,-83.8197,458.0,443.0,393.0,73.0,399.0,649.0
314,WHITE,GA,29489.0,0.8249190064794817,34.6464,-83.7471,28.0,11.0,25.0,,42.0,124.0
315,BARROW,GA,78991.0,0.7068378998444134,33.9932,-83.7127,354.0,340.0,230.0,64.0,275.0,514.0
316,BIBB,GA,153200.0,0.3754837433970792,32.8065,-83.6974,341.0,326.0,434.0,110.0,585.0,1433.0
317,CLAYTON,GA,283538.0,0.14075518051698355,33.5419,-84.3576,1059.0,1221.0,860.0,192.0,1035.0,1689.0
318,COWETA,GA,143260.0,0.6705946692014219,33.3535,-84.7634,477.0,376.0,430.0,96.0,565.0,965.0
319,HARRIS,GA,34105.0,0.7162723225451453,32.736,-84.9089,90.0,42.0,65.0,13.0,111.0,183.0
320,OCONEE,GA,38132.0,0.6593690400508583,33.835,-83.4371,178.0,95.0,53.0,,66.0,147.0
321,THOMAS,GA,44630.0,0.5927790234750377,30.8638,-83.9193,58.0,65.0,157.0,52.0,307.0,549.0
322,DOUGHERTY,GA,89703.0,0.29605505366599644,31.5335,-84.2164,92.0,151.0,176.0,41.0,212.0,502.0
323,DEKALB,GA,749323.0,0.1574227893981726,33.7715,-84.2264,3175.0,2866.0,2014.0,420.0,2057.0,3440.0
324,PAULDING,GA,159825.0,0.638578204602682,33.9205,-84.8673,840.0,806.0,622.0,155.0,640.0,917.0
325,HOUSTON,GA,153507.0,0.5550966948665518,32.459,-83.6662,258.0,268.0,717.0,89.0,382.0,767.0
326,CHEROKEE,GA,247515.0,0.6876130635917973,34.2439,-84.4762,1659.0,1115.0,1195.0,159.0,838.0,1759.0
327,HONOLULU,HI,984821.0,0.3565801801613182,21.5008,-158.1053,518.0,607.0,611.0,397.0,2667.0,677.0
328,HAWAII,HI,199459.0,0.3062951237843624,19.5987,-155.5185,179.0,119.0,92.0,133.0,799.0,685.0
329,MAUI,HI,165979.0,0.311440797252407,20.8596,-156.5648,540.0,373.0,299.0,233.0,960.0,411.0
330,TWIN FALLS,ID,84869.0,0.7094874113037999,42.356,-114.6672,141.0,289.0,237.0,131.0,537.0,699.0
331,BINGHAM,ID,45839.0,0.7649029805961193,43.2166,-112.3981,406.0,114.0,36.0,14.0,82.0,84.0
332,BLAINE,ID,22373.0,0.30340883437429456,43.4119,-113.9802,101.0,89.0,15.0,13.0,41.0,34.0
333,KOOTENAI,ID,157322.0,0.7023483519062895,47.6744,-116.7018,442.0,587.0,810.0,425.0,795.0,1263.0
334,JEROME,ID,23730.0,0.7339989759344598,42.6899,-114.2639,33.0,47.0,43.0,22.0,71.0,129.0
335,BONNER,ID,43611.0,0.671995610023779,48.3,-116.6011,106.0,107.0,105.0,63.0,113.0,176.0
336,MINIDOKA,ID,20705.0,0.7838108344801702,42.8543,-113.6375,29.0,19.0,12.0,12.0,53.0,55.0
337,NEZ PERCE,ID,40217.0,0.6552201077884294,46.3268,-116.7502,131.0,103.0,85.0,61.0,236.0,338.0
338,BANNOCK,ID,85765.0,0.5898667610547872,42.6685,-112.2246,564.0,246.0,110.0,44.0,238.0,296.0
339,LATAH,ID,39505.0,0.46047642197374816,46.8162,-116.7117,168.0,176.0,87.0,19.0,79.0,122.0
340,ADA,ID,456849.0,0.5038725620593009,43.4511,-116.2412,2477.0,2245.0,1203.0,698.0,2212.0,2649.0
341,MADISON,ID,39100.0,0.7923679289387564,43.7841,-111.6592,533.0,219.0,131.0,54.0,143.0,131.0
342,CANYON,ID,217633.0,0.6830992146886407,43.6251,-116.7093,903.0,793.0,709.0,417.0,985.0,1410.0
343,BONNEVILLE,ID,114392.0,0.700157421983517,43.3877,-111.6148,1879.0,595.0,151.0,58.0,296.0,301.0
344,CASSIA,ID,23690.0,0.8211652300342714,42.2839,-113.6001,37.0,27.0,16.0,12.0,46.0,56.0
345,JEFFERSON,ID,28534.0,0.8536654201651026,43.8201,-112.3113,357.0,131.0,30.0,11.0,73.0,74.0
346,PAYETTE,ID,23260.0,0.7847339059594439,44.0067,-116.7608,79.0,69.0,50.0,38.0,66.0,127.0
347,ELMORE,ID,26743.0,0.7100440960313572,43.354,-115.4693,137.0,183.0,86.0,58.0,123.0,126.0
348,WILLIAMSON,IL,67102.0,0.6775324636733724,37.7303,-88.9299,257.0,286.0,167.0,150.0,1163.0,912.0
349,JERSEY,IL,21937.0,0.7298316159839155,39.0855,-90.3565,80.0,93.0,26.0,11.0,167.0,110.0
350,MORGAN,IL,34247.0,0.6499444771049709,39.7156,-90.2015,89.0,153.0,56.0,108.0,262.0,250.0
351,CHAMPAIGN,IL,209922.0,0.3708667045048454,40.1401,-88.1992,945.0,1212.0,649.0,165.0,779.0,1315.0
352,FAYETTE,IL,21565.0,0.8010143198090692,39.0002,-89.0241,38.0,51.0,53.0,20.0,71.0,93.0
353,ROCK ISLAND,IL,143873.0,0.4284580125228437,41.4673,-90.5674,707.0,880.0,360.0,40.0,361.0,873.0
354,DEKALB,IL,104366.0,0.45802404600104546,41.8935,-88.7703,473.0,923.0,286.0,99.0,263.0,357.0
355,LASALLE,IL,109737.0,0.5619040510533485,41.344,-88.8859,592.0,948.0,263.0,84.0,376.0,346.0
356,MCLEAN,IL,172578.0,0.4655295280568263,40.4909,-88.8473,1286.0,1825.0,629.0,100.0,744.0,856.0
357,KANKAKEE,IL,110637.0,0.5717606508757164,41.1377,-87.8618,602.0,813.0,418.0,118.0,309.0,488.0
358,WHITESIDE,IL,56016.0,0.5306666666666666,41.7562,-89.9141,528.0,635.0,61.0,21.0,100.0,164.0
359,TAZEWELL,IL,133195.0,0.61566645426635,40.5075,-89.5134,1280.0,1794.0,424.0,86.0,512.0,818.0
360,DUPAGE,IL,929060.0,0.3991123552887628,41.852,-88.0856,5552.0,6135.0,2200.0,430.0,2507.0,3289.0
361,LOGAN,IL,29003.0,0.6872273205957575,40.1245,-89.3675,192.0,318.0,140.0,48.0,175.0,217.0
362,KNOX,IL,50508.0,0.5189042042950353,40.9318,-90.2132,139.0,318.0,113.0,55.0,165.0,202.0
363,MONTGOMERY,IL,28828.0,0.6952720914985066,39.231,-89.4789,88.0,75.0,83.0,18.0,123.0,177.0
364,MCDONOUGH,IL,30479.0,0.571998371998372,40.4562,-90.6779,136.0,320.0,101.0,67.0,195.0,136.0
365,WOODFORD,IL,38700.0,0.6905095184770437,40.7882,-89.2111,443.0,519.0,115.0,68.0,85.0,201.0
366,WILL,IL,689315.0,0.4494747975253908,41.445,-87.9786,4106.0,4793.0,1658.0,440.0,2879.0,2452.0
367,KANE,IL,531376.0,0.4173566906449999,41.9388,-88.4286,2792.0,3833.0,1331.0,346.0,1311.0,1795.0
368,KENDALL,IL,126054.0,0.4609997811610967,41.5906,-88.4288,746.0,971.0,319.0,83.0,383.0,566.0
369,JO DAVIESS,IL,21588.0,0.5734635083226632,42.3658,-90.2125,97.0,76.0,17.0,,44.0,50.0
370,GRUNDY,IL,50666.0,0.6190476190476191,41.2851,-88.4185,285.0,339.0,116.0,15.0,207.0,294.0
371,SANGAMON,IL,196861.0,0.5105869100351306,39.7582,-89.6589,963.0,1325.0,490.0,197.0,1502.0,1405.0
372,MONROE,IL,34168.0,0.6687157177983734,38.2784,-90.1773,156.0,97.0,24.0,35.0,179.0,225.0
373,BUREAU,IL,33122.0,0.5971664563496616,41.4041,-89.5287,112.0,209.0,100.0,25.0,81.0,71.0
374,HENRY,IL,49267.0,0.5968402574605032,41.3531,-90.1314,189.0,311.0,123.0,12.0,158.0,263.0
375,STEPHENSON,IL,45093.0,0.5678973149492017,42.3518,-89.6623,264.0,296.0,98.0,43.0,115.0,115.0
376,ST. CLAIR,IL,262338.0,0.44616717802187505,38.4703,-89.9284,1057.0,911.0,448.0,634.0,2491.0,1624.0
377,EFFINGHAM,IL,34137.0,0.7877578875531523,39.0598,-88.5899,118.0,103.0,22.0,23.0,136.0,194.0
378,COLES,IL,51353.0,0.6209413430062816,39.5203,-88.2218,201.0,209.0,76.0,37.0,219.0,407.0
379,BOONE,IL,53537.0,0.5557868609632091,42.3231,-88.8234,226.0,453.0,181.0,44.0,147.0,189.0
380,SHELBY,IL,21737.0,0.7792014549061751,39.3911,-88.8055,60.0,70.0,33.0,,77.0,105.0
381,CLINTON,IL,37634.0,0.7461658841940532,38.6065,-89.4225,96.0,69.0,28.0,24.0,248.0,295.0
382,PERRY,IL,21251.0,0.7274445439172387,38.0837,-89.367,51.0,26.0,57.0,11.0,169.0,322.0
383,MACON,IL,105528.0,0.5788418708240535,39.86,-88.9616,399.0,616.0,329.0,66.0,534.0,905.0
384,WINNEBAGO,IL,284819.0,0.47655999185648623,42.3363,-89.1609,1446.0,2850.0,1088.0,295.0,1060.0,1193.0
385,COOK,IL,5198275.0,0.24047915860789168,41.8401,-87.8168,31340.0,30434.0,11126.0,2703.0,14576.0,13717.0
386,JEFFERSON,IL,37985.0,0.7168467019076075,38.3005,-88.924,60.0,65.0,62.0,78.0,335.0,475.0
387,MCHENRY,IL,307714.0,0.5019557112259655,42.3244,-88.4523,1413.0,2156.0,689.0,141.0,875.0,1047.0
388,OGLE,IL,51025.0,0.6184531059683313,42.0426,-89.3207,474.0,505.0,144.0,41.0,110.0,187.0
389,IROQUOIS,IL,27812.0,0.7755436720142602,40.7473,-87.8243,67.0,102.0,144.0,59.0,179.0,179.0
390,VERMILION,IL,77563.0,0.6561866767983789,40.1834,-87.7328,301.0,555.0,500.0,119.0,422.0,1070.0
391,LEE,IL,34389.0,0.58730255534549,41.7461,-89.3003,409.0,326.0,64.0,18.0,72.0,80.0
392,MADISON,IL,264776.0,0.5544083010668008,38.8297,-89.9049,1203.0,886.0,500.0,569.0,2326.0,1600.0
393,CHRISTIAN,IL,32931.0,0.7135892372253765,39.5458,-89.2773,70.0,151.0,52.0,12.0,284.0,190.0
394,SALINE,IL,23994.0,0.7322429061991687,37.7531,-88.5407,111.0,106.0,35.0,31.0,306.0,322.0
395,PEORIA,IL,182770.0,0.4555273718933467,40.788,-89.76,2947.0,2920.0,500.0,75.0,455.0,649.0
396,FULTON,IL,35092.0,0.5916176999640245,40.4728,-90.2075,508.0,409.0,185.0,12.0,90.0,210.0
397,MARION,IL,37743.0,0.7262000229121319,38.6496,-88.919,46.0,61.0,52.0,68.0,541.0,583.0
398,RANDOLPH,IL,32295.0,0.7438049828755624,38.0521,-89.8252,72.0,46.0,28.0,49.0,364.0,315.0
399,JACKSON,IL,57977.0,0.4809433378969218,37.7851,-89.3821,154.0,193.0,121.0,74.0,803.0,628.0
400,LIVINGSTON,IL,36040.0,0.710841970420403,40.8916,-88.5577,187.0,298.0,137.0,29.0,53.0,118.0
401,MACOUPIN,IL,45463.0,0.6724252768295729,39.261,-89.9245,146.0,148.0,102.0,50.0,358.0,374.0
402,FRANKLIN,IL,38923.0,0.7313432835820896,37.9923,-88.9242,117.0,124.0,120.0,76.0,680.0,550.0
403,ADAMS,IL,66085.0,0.7224028395024905,39.9879,-91.1885,71.0,272.0,254.0,342.0,1511.0,825.0
404,LAKE,IL,701473.0,0.3698459199765394,42.3233,-88.0037,2976.0,3534.0,1630.0,385.0,2073.0,2119.0
405,DEARBORN,IN,49479.0,0.7693338060906906,39.1452,-84.9732,105.0,164.0,109.0,36.0,137.0,205.0
406,GREENE,IN,32159.0,0.7510146103896104,39.0364,-86.962,72.0,87.0,98.0,41.0,106.0,173.0
407,HAMILTON,IN,323117.0,0.5236470291083974,40.0725,-86.052,1336.0,1779.0,1020.0,368.0,925.0,1345.0
408,GRANT,IN,66452.0,0.6827570970948856,40.5158,-85.6547,227.0,262.0,223.0,79.0,195.0,297.0
409,LAKE,IN,485707.0,0.41717434395970104,41.4171,-87.3822,1774.0,2793.0,1978.0,422.0,773.0,1100.0
410,HUNTINGTON,IN,36359.0,0.7373941331538505,40.8292,-85.4881,235.0,176.0,139.0,35.0,226.0,556.0
411,LAGRANGE,IN,39193.0,0.7627198344775699,41.6426,-85.4265,65.0,169.0,82.0,17.0,61.0,37.0
412,CASS,IN,37880.0,0.6943018818265562,40.7615,-86.346,166.0,134.0,273.0,87.0,91.0,204.0
413,MIAMI,IN,35815.0,0.7548538658191114,40.7695,-86.045,113.0,105.0,122.0,71.0,121.0,253.0
414,GIBSON,IN,33656.0,0.7312047521811769,38.3119,-87.5846,211.0,117.0,105.0,49.0,265.0,327.0
415,JEFFERSON,IN,32201.0,0.6574811185956317,38.7858,-85.4385,66.0,265.0,71.0,21.0,143.0,326.0
416,ALLEN,IN,372575.0,0.5446055759927136,41.0909,-85.0666,2057.0,2177.0,1375.0,402.0,1618.0,2273.0
417,DAVIESS,IN,33120.0,0.8010707712899447,38.7024,-87.072,23.0,57.0,59.0,36.0,46.0,159.0
418,STEUBEN,IN,34453.0,0.7008414800148497,41.6439,-85.0009,143.0,298.0,176.0,68.0,129.0,177.0
419,WABASH,IN,31389.0,0.7383369923161361,40.8457,-85.794,99.0,102.0,75.0,13.0,107.0,190.0
420,WHITE,IN,24149.0,0.7126097080422712,40.7498,-86.8655,65.0,78.0,131.0,96.0,64.0,81.0
421,JENNINGS,IN,27710.0,0.774630642396539,38.9969,-85.628,65.0,60.0,55.0,,77.0,196.0
422,LAWRENCE,IN,45548.0,0.7420214030915576,38.8412,-86.4835,76.0,205.0,239.0,89.0,239.0,475.0
423,PUTNAM,IN,37384.0,0.7397722479966259,39.6663,-86.845,164.0,85.0,124.0,38.0,141.0,302.0
424,WELLS,IN,28011.0,0.7725978647686833,40.7292,-85.2212,196.0,113.0,43.0,24.0,90.0,145.0
425,ADAMS,IN,35376.0,0.7520585544373285,40.7457,-84.9366,114.0,48.0,48.0,13.0,125.0,225.0
426,FLOYD,IN,77320.0,0.5597818286206402,38.3189,-85.9068,257.0,165.0,111.0,74.0,287.0,547.0
427,HARRISON,IN,39940.0,0.7197568689464321,38.1952,-86.1113,219.0,107.0,58.0,29.0,159.0,294.0
428,HOWARD,IN,82331.0,0.6509721880383953,40.4836,-86.117,395.0,341.0,387.0,222.0,390.0,569.0
429,NOBLE,IN,47506.0,0.7397081813444503,41.3986,-85.4175,154.0,280.0,222.0,93.0,246.0,201.0
430,RIPLEY,IN,28391.0,0.7890827552378951,39.1035,-85.2624,33.0,70.0,61.0,41.0,51.0,149.0
431,SPENCER,IN,20447.0,0.6831646392422694,38.0141,-87.0077,79.0,33.0,39.0,,60.0,168.0
432,CLARK,IN,116507.0,0.5817968169486254,38.4772,-85.7073,502.0,394.0,259.0,85.0,478.0,901.0
433,ELKHART,IN,204558.0,0.6314544207993332,41.5974,-85.8587,1058.0,1753.0,1081.0,252.0,394.0,579.0
434,ST. JOSEPH,IN,270216.0,0.4613408771412208,41.6167,-86.2899,842.0,874.0,425.0,74.0,109.0,233.0
435,VANDERBURGH,IN,181291.0,0.538796322525817,38.025,-87.5858,533.0,426.0,264.0,174.0,949.0,1555.0
436,RANDOLPH,IN,24926.0,0.7508581752484191,40.1576,-85.0114,54.0,77.0,48.0,16.0,32.0,68.0
437,DELAWARE,IN,115020.0,0.5566807080160195,40.2275,-85.3969,303.0,402.0,361.0,71.0,228.0,370.0
438,WARRICK,IN,62280.0,0.6304058647905643,38.0922,-87.2721,177.0,147.0,73.0,44.0,325.0,644.0
439,SULLIVAN,IN,20730.0,0.7439404047142539,39.0888,-87.4147,32.0,39.0,30.0,17.0,88.0,125.0
440,KOSCIUSKO,IN,79035.0,0.7404644144521754,41.2441,-85.8607,312.0,441.0,243.0,71.0,188.0,179.0
441,DECATUR,IN,26562.0,0.7792789126719297,39.307,-85.5011,54.0,65.0,59.0,13.0,43.0,162.0
442,CLAY,IN,26234.0,0.7743539577728866,39.3928,-87.1158,72.0,103.0,64.0,50.0,86.0,235.0
443,CARROLL,IN,20074.0,0.7462875197472354,40.5828,-86.5635,78.0,67.0,61.0,18.0,65.0,124.0
444,WHITLEY,IN,33730.0,0.7326270221007063,41.1394,-85.5051,166.0,257.0,118.0,43.0,125.0,193.0
445,PORTER,IN,168636.0,0.5202695673282549,41.4605,-87.0673,760.0,1261.0,717.0,123.0,227.0,339.0
446,HENRY,IN,48255.0,0.7153114598193058,39.9311,-85.3964,101.0,137.0,214.0,29.0,101.0,279.0
447,JASPER,IN,33447.0,0.7355735056542811,41.023,-87.1161,182.0,238.0,210.0,97.0,111.0,97.0
448,STARKE,IN,22952.0,0.7255587949465501,41.2809,-86.6476,76.0,159.0,126.0,29.0,23.0,66.0
449,VIGO,IN,107459.0,0.5630361976418773,39.4306,-87.39,365.0,348.0,179.0,114.0,304.0,496.0
450,SHELBY,IN,44438.0,0.7287279275674053,39.5237,-85.7917,107.0,148.0,115.0,46.0,117.0,199.0
451,OWEN,IN,20835.0,0.7356623586429726,39.3128,-86.8377,73.0,105.0,137.0,59.0,112.0,126.0
452,TIPPECANOE,IN,191553.0,0.48400235136042996,40.3886,-86.8941,980.0,1203.0,448.0,301.0,671.0,769.0
453,LAPORTE,IN,110154.0,0.5263402980239715,41.546,-86.74,639.0,1121.0,690.0,119.0,176.0,276.0
454,JAY,IN,20840.0,0.7518023874246543,40.438,-85.0057,44.0,71.0,87.0,16.0,20.0,96.0
